scheme_name,detected_themes
Investment Promotion Scheme (IPS) For Handicraft Artisans: Assistance For Capital Investment To Uplift The Economic Condition Of Artisans/ Persons,['Skills & Employment']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Capital Investment In Solar Power Generation,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Entrepreneurship Under Skill Development,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Participation In Industrial Exhibitions Abroad,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Patent Registration /Trade Mark Registration,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Quality Certification,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Saving In Consumption Of Energy And Water,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Zed Certification,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance To Small And Medium Enterprises (SME) For Raising Of Capital Through SME Exchange,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance of Fixed Capital Investment Subsidy,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Assistance of Interest Subsidy,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Awards For MSMEs,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Incentive For Local Employment,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Incentives For Doubling Of Export Values,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for MSME Sector: Reimbursement Of Free On Board (FOB) Expenses,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for Textile Sector: Assistance Of Interest Subsidy For Textile Sector,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for Thrust Sectors: Assistance For Furniture Sector,['Business & Entrepreneurship']
"Investment Promotion Scheme (IPS) for Thrust Sectors: Assistance For Marble, IT & ITES, Electric Vehicles & Spare Parts, Toys Units And Semi-Conduct or Industries Sectors",['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Food Processing Industries,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Marine Products Processing Units,['Business & Entrepreneurship']
"Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Medical Equipment And Accessories, Medical Diagnostics And Ayush Products Manufacturing Units",['Business & Entrepreneurship']
Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Vaccine Manufacturing Units,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS): Environment Protection Infrastructure Subsidy,['Business & Entrepreneurship']
Investment Promotion Scheme (IPS): Scheme For Reimbursement Of Stamp Duty,['Business & Entrepreneurship']
J.C. Bose Fellowship,['Education & Learning']
Jagananna Amma Vodi,['Education & Learning']
Jagananna Chedodu,['Education & Learning']
Jagananna Videshi Vidya Deevena,['Education & Learning']
Jagananna Vidya Kanuka,['Education & Learning']
Jai Bhim Mukhyamantri Pratibha Vikas Yojana,['Education & Learning']
Jal Jeevan Mission,['Education & Learning']
Jan-Nayak Karpoori Thakur Kalyan Hostel Scheme,['Education & Learning']
Jeevanam Self-Employment Scheme To Dependents Of Crime Victims,['Skills & Employment']
Jharkhand Sports Excellence Cash Award Scheme to Coaches,['Sports']
Jharkhand Sports Excellence Cash Award Scheme to Players,['Sports']
Jharkhand State Backward Classes Post-Matric Scholarship Scheme,['Education & Learning']
Jharkhand State Backward Classes Pre-Matric Scholarship Scheme,['Education & Learning']
Jharkhand State Scheduled Caste Post-Matric Scholarship Scheme,['Education & Learning']
Jharkhand State Scheduled Caste Pre-Matric Scholarship Scheme,['Education & Learning']
Jharkhand State Scheduled Tribe Post-Matric Scholarship Scheme,['Education & Learning']
Jharkhand State Scheduled Tribe Pre-Matric Scholarship Scheme,['Education & Learning']
Jiyo Parsi Scheme – Health of the Community,['Education & Learning']
Junior Hostel (Scheduled Tribes),['Education & Learning']
Junior Merit (Class - 11 To 12),['Education & Learning']
Junior Research Fellowship,['Education & Learning']
Junior Research Fellowship (JRF) And Research Associateship (RA) For Foreign Nationals,['Education & Learning']
Junior Research Fellowship In Engineering & Technology,['Education & Learning']
"Junior Research Fellowship In Sciences, Humanities, And Social Sciences",['Education & Learning']
KALIA Scholarship,['Education & Learning']
KSCSTE Emeritus Scientist Scheme,['Education & Learning']
KSCSTE Post-Doctoral Fellowship Programme,['Education & Learning']
KSCSTE Research Fellowship,['Education & Learning']
Kali Bai Bheel Medhavi Chhatra Scooty Scheme,['Education & Learning']
Kalinga Sikhya Sathi Yojana,['Education & Learning']
Kalpana Chawla Chatravriti Yojana,['Education & Learning']
Kalyana Lakshmi Pathakam,['Education & Learning']
Kamban Pugazh Literary Prize,['Education & Learning']
Kanya Dhan Scheme for SC Students,['Education & Learning']
Kanya Saksharta Protsahan Yojana,['Education & Learning']
Kanya Saksharta Protsahan Yojana (For Scheduled Caste Girls),['Education & Learning']
Kanya Sumangala Yojana,['Education & Learning']
Kanyashree Prakalpa,['Education & Learning']
Karkhandar Scheme For Development Of Craft Sector,['Education & Learning']
Karma Sathi Prakalpa,['Skills & Employment']
Kasturba Gandhi Special Term Deposit Receipt Scheme,['Education & Learning']
Kaushal Vikas Yojana,['Skills & Employment']
Kera Suraksha Insurance Scheme,['Skills & Employment']
Kerala Biotechnology Re-Entry Fellowship,['Education & Learning']
Kerala State Young Scientist Awards,['Education & Learning']
Kerala Stressed MSMEs Revival & Rehabilitation Scheme,['Business & Entrepreneurship']
Khadi Karigar Janashree Bima Yojana,['Education & Learning']
Khel Chhatravriti (Vritika) Yojana,['Sports']
Khiladi Protsahan Yojana,['Sports']
Khushi Scheme,['Education & Learning']
Kisan Vriksha Mitra Yojana,['Education & Learning']
Kishore Vaigyanik Protsahan Yojana,['Education & Learning']
Kishori Balika Yojana (Madhya Pradesh),['Education & Learning']
Krishonnati Yojana - Sub Mission On Seed And Planting Material (SMSP),['Education & Learning']
Krushi Mahotsav,['Education & Learning']
Kushal Shramik Sahay Yojana (GBOCWWB),['Education & Learning']
LIDCOM Education Loan Scheme,['Education & Learning']
LIDCOM Training Scheme,['Education & Learning']
LLB Internship Programme,['Skills & Employment']
Laadli Laxmi Scheme,['Education & Learning']
Labour Skill Training Scheme (MPBOCWWB),['Education & Learning']
Ladli Beti Scheme,['Education & Learning']
Ladli Laxmi Yojana,['Education & Learning']
Laghu Vyavassay Scheme,['Skills & Employment']
Lakshadweep Scholarship Scheme,['Education & Learning']
Lakshmir Bhandar Scheme,['Education & Learning']
Lakshya Scheme,['Education & Learning']
Lalima Abhiyaan,['Education & Learning']
Land Ports Authority Of India (LPAI) Internship Scheme,['Education & Learning']
Laptop Purchase Assistance Scheme- Gujarat Labour Welfare Board,['Education & Learning']
Laptop Scheme for Meritorious Students of SC/ST,['Education & Learning']
Laptop Supply Scheme,['Education & Learning']
Laxman Award / Rani Laxmi Bai Award Scheme,['Sports']
Laxman Award / Rani Laxmi Bai Award Scheme- Differently-abled and Posthumously,['Sports']
Leather Training Scheme - Rajasthan,['Skills & Employment']
Loan Assistance to Scheduled Castes Students for Commercial Pilot Training,['Education & Learning']
Loan Based Schemes For Safai Karamchari - Education Loan Scheme (ELS),['Education & Learning']
Loan Based Schemes For Safai Karamchari - General Term Loan (GTL),['Education & Learning']
Loan Based Schemes For Safai Karamchari - Sanitary Marts Scheme,['Education & Learning']
Loan Based Schemes For Safai Karamchari - Swachhta Udyami Yojana – Swachhta Se Sampannta Ki Aur,['Education & Learning']
Loan based Scheme for Pay and Use Community Toilets,['Skills & Employment']
Long Term Fellowship under the Human Resource Development Programme for Health Research,['Education & Learning']
Low Tension Power Tariff (LTPT) Subsidy,['Business & Entrepreneurship']
MANAGE Internship Programme,['Education & Learning']
MSME Sustainable (ZED) Certification Scheme,['Business & Entrepreneurship']
Maanki Munda Scholarship for Female Students,['Education & Learning']
Madhugram Scheme Uttarakhand,['Skills & Employment']
Madhya Pradesh Professional Talent Examination Award Scheme,['Education & Learning']
Madhyamik Drop-out Coaching,['Education & Learning']
Magnifiers - Tamil Nadu,['Education & Learning']
Mahadevi Verma Shramik Pustak Kraya Dhan Yojana,['Education & Learning']
Maharishi Balmiki Chatravriti Yojana,['Education & Learning']
Mahatama Gandhi Bunkar Bima Yojana,['Education & Learning']
Mahatma Jyothiba Phule Overseas Vidya Nidhi for BC and EBC Students,['Education & Learning']
Mahatma Jyotiba Phule Mandi shramik kalyaan yojana,['Education & Learning']
Mahatma Jyotirao Phule Jan Arogya Yojana,['Education & Learning']
Mahila Adhikarita Yojana under NSKFDC- Haryana,['Skills & Employment']
"Mahila Kamgar Kaushal Unnayan Evan Theka Shramik, Hamaal Tatha Ghareloo Mahila Kamgaar Parivar Sashaktikaran Yojana",['Education & Learning']
Mahila Kisan Yojana,['Skills & Employment']
Mahila Kisan Yojana (Maharashtra),['Education & Learning']
Mahila Samiriddhi Yojana for Backward Classes- Haryana,['Business & Entrepreneurship']
Mahila Samiriddhi Yojana for Minority Community,['Business & Entrepreneurship']
Mahila Samriddhi Yojana,['Business & Entrepreneurship']
Mahila Samridhi Yojana (Maharashtra),['Education & Learning']
Mahila Samridhi Yojana under NSKFDC- Haryana,['Skills & Employment']
Mai Bhago Vidya Scheme,['Education & Learning']
Maintenance Allowance To Backward Class Students Under Training In Sainik Schools,['Skills & Employment']
Maintenance Allowance To VJNT And SBC Students Studying In Professional Courses And Living In Hostel Attached To Professional Colleges,['Education & Learning']
Makhana Beej Vitaran,['Education & Learning']
Mamta Taruni Abhiyan,['Education & Learning']
Manav Garima Yojana,['Skills & Employment']
Marang Gomke Jaipal Singh Munda Overseas Scholarship Scheme,['Education & Learning']
Marriage Assistance To Daughters Of Prisoners,['Education & Learning']
Mass Communication Internship Programme,['Education & Learning']
Matru Jyothi - Financial Assistance For PwD Mothers,['Education & Learning']
Maulana Azad National Fellowship For Minority Students,['Education & Learning']
Medhavi Chhatr/Chhatra Shiksha Protsahan Yojana,['Education & Learning']
Medhavi Putra/Putri Chhatravritti Yojana,['Education & Learning']
MeitY - Visvesvaraya PhD Scheme For Electronics & IT,['Education & Learning']
Merit Awards,['Education & Learning']
Merit Based Award and Recognition Of High Performance In The Board Exams Of SSC And HSSC In The State Of Goa,['Education & Learning']
Merit Based Scholarship Scheme for Dhangar Students,['Education & Learning']
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,['Education & Learning']
Merit Cum Means Linked Financial Assistance Scheme,['Education & Learning']
Merit Scholarship: Engineering University,['Education & Learning']
Merit Scholarship: Polytechnic Institutions,['Education & Learning']
Merit cum Means Scholarship: Engineering University,['Education & Learning']
Merit cum Means Scholarship: Polytechnic Institutions,['Education & Learning']
Meritorious Scholarships To Vjnt And Sbc Students Studying In Secondary Schools,['Education & Learning']
Merit·cum·Means Scholarships For Under Graduate Studies In Various Branches Of Agriculture And Animal Science Subjects,['Education & Learning']
Micro Credit Finance,['Education & Learning']
Micro Credit Finance (NSFDC),['Skills & Employment']
Micro Credit Finance under NSKFDC- Haryana,['Skills & Employment']
Mid Day Meals Scheme,['Education & Learning']
Migrants Employment Generation Programme,['Business & Entrepreneurship']
Mission Solar Charkha,['Business & Entrepreneurship']
Mizoram Research Fellowship,['Education & Learning']
Mobility Scheme,['Education & Learning']
Modernisation And Removal Of Obsolescence,['Education & Learning']
Modified Special Wheel Chairs for Persons Affected with Cerebral Palsy,['Education & Learning']
Modular Employable Skills,['Education & Learning']
Modular Functional Artificial Limbs,['Education & Learning']
Moovalur Ramamirtham Ammaiyar Higher Education Assurance Scheme,['Education & Learning']
Moovalur Ramamirtham Ammaiyar Ninaivu Marriage Assistance Scheme - II,['Education & Learning']
Moovalur Ramamirtham Ammaiyar Ninaivu Marriage Assistance Scheme-1,['Education & Learning']
Mother Teresa Asahay Matri Sambal Yojana,['Education & Learning']
Motivation Of Unemployed Persons To Start Self-Employed Enterprises Scheme,['Skills & Employment']
Motivation of Unemployed Persons to Start Self-employed Enterprises,['Skills & Employment']
Motorized Tricycle Yojana,['Education & Learning']
Msme Skill Training And Employment Scheme,['Skills & Employment']
Mukhayamantri Saur Swarojgar Yojna,['Skills & Employment']
Mukhiya Mantri Protsahan Yojna,['Education & Learning']
Mukhya Mantri Gyandeep Yojna,['Education & Learning']
Mukhya Mantri Hamari Betiyan Yojana,['Education & Learning']
Mukhya Mantri Himachal Health Care Scheme-HIMCARE,['Education & Learning']
Mukhya Mantri Mahila Sashaktikaran Yojana,['Skills & Employment']
Mukhya Mantri Sarvajan Uchcha Shiksha Chhatravriti Yojana,['Education & Learning']
Mukhya Mantri Seekho Kamao Yojana,['Skills & Employment']
Mukhya Mantri Shahri Ajeevika Guarantee Yojna,['Skills & Employment']
Mukhya Mantri Shramyogi Prathibhavan Vidyarthi Yojana (HBOCWWB),['Education & Learning']
Mukhya Mantri Vidyarthi Kalyan Yojana,['Education & Learning']
Mukhya Mantri Yuva Udyami Yojana,['Business & Entrepreneurship']
Mukhya mantri Krishak Udyami Yojana,['Business & Entrepreneurship']
Mukhya mantri Swarojgar Yojana,['Business & Entrepreneurship']
Mukhyamantree Baal Aasheervaad Yojana,['Education & Learning']
Mukhyamantri Aadharbhut Shiksha Prashikshan Sahayata Yojana,['Education & Learning']
Mukhyamantri Aarthik Kalyan Yojana,['Skills & Employment']
Mukhyamantri Alpasankhyak Udyami Yojana,['Skills & Employment']
Mukhyamantri Alpsankhyak Chhatravas Yojana,['Education & Learning']
Mukhyamantri Alpsankhyak Rozgar Rinn Yojana,['Education & Learning']
Mukhyamantri Anusuchit Janjati Gram Vikas Yojana,['Skills & Employment']
Mukhyamantri Anusuchit Jati / Anusuchit Janjati Udyami Yojana,['Skills & Employment']
Mukhyamantri Anusuchit Jati Evam Anusuchit Janjati Chhatrawas Anudan Yojana,['Education & Learning']
Mukhyamantri Anusuchit Jati Ewam Anusuchit Janjati Civil Sewa Protsahan Yojana,['Education & Learning']
Mukhyamantri Apprenticeship Yojana,['Skills & Employment']
Mukhyamantri Ati Pichhada Varg Udyami Yojana,['Skills & Employment']
Mukhyamantri Balika (Snatak) Protsahan Yojana,['Education & Learning']
Mukhyamantri Bhagyalaxmi Bond Scheme (GBOCWWB),['Education & Learning']
Mukhyamantri Covid-19 Bal Seva Yojana,['Education & Learning']
Mukhyamantri Divyangjan Sashaktikaran Chhatra Yojana,['Education & Learning']
Mukhyamantri Gambhir Bimari Upchar Yojana,['Education & Learning']
Mukhyamantri Jankalyan (Shiksha Protsahan Yojna),['Education & Learning']
Mukhyamantri Kanya Vivah Yojana,['Education & Learning']
Mukhyamantri Kanyadaan Yojana,['Education & Learning']
Mukhyamantri Konya Atmonirbhor Yojana,['Education & Learning']
Mukhyamantri Mahila Udyami Yojana,['Skills & Employment']
Mukhyamantri Mahila Utkarsh Yojana,['Business & Entrepreneurship']
Mukhyamantri Matrupushti Uphar,['Education & Learning']
Mukhyamantri Medhavi Vidhyarti Yojana,['Education & Learning']
Mukhyamantri Nirman Shramikon Ke Bachon Hetu Nihshulk Coaching Sahaayata Yojana,['Education & Learning']
Mukhyamantri Nischay Swayam Sahayata Bhatta Yojna,['Education & Learning']
Mukhyamantri Noni Babu Medhavi Shiksha Sahayata Yojana,['Education & Learning']
Mukhyamantri Noni Sashaktikaran Sahayata Yojana,['Skills & Employment']
Mukhyamantri Protsahan Yojana Jharkhand,['Skills & Employment']
Mukhyamantri Rajshri Yojana,['Education & Learning']
Mukhyamantri Samajik Sahayata Prakalpa - Old and Infirm,['Education & Learning']
Mukhyamantri Samajik Sahayata Prakalpa - Persons with Disabilities,['Education & Learning']
Mukhyamantri Samajik Sahayata Prakalpa - Unorganized Workers,['Education & Learning']
Mukhyamantri Samajik Sahayata Prakalpa - Vulnerable Women,['Education & Learning']
Mukhyamantri Shiksha Alankar Yojana for Students of Economically Weaker Section,['Education & Learning']
Mukhyamantri Shiksha Protsahan Yojana,['Education & Learning']
Mukhyamantri Shramshakti Yojana,['Skills & Employment']
Mukhyamantri Udiyaman Khiladi Unnayan Yojana,['Education & Learning']
Mukhyamantri Vidyarthi Pratibha Yojna,['Education & Learning']
Mukhyamantri Vidyarthi Protsahan Yojana,['Education & Learning']
Mukhyamantri Vishesh Yogyajan Swaraozgar Yojana,['Skills & Employment']
Mukhyamantri Vyavsayik Pathyakram Margdarshan Evam Utpreran Yojana,['Education & Learning']
Mukhyamantri Work Form Home-Job Work Yojana,['Education & Learning']
Mukhyamantri Yuba Yogajog Yojana In Tripura,['Education & Learning']
Mukhyamantri Yuva Karya Prashikshan Yojana,['Skills & Employment']
Mukhyamantri Yuva Swarojgar Yojana,['Skills & Employment']
Mukhyamantri Yuva Swavalamban Yojana,['Education & Learning']
Mukhyamantri Yuva Udyami Yojana,['Skills & Employment']
Mukhyamatri Rojgaar Srijan Yojana,['Skills & Employment']
Mukhymantri Sarthi Yojana - Jharkhand,['Skills & Employment']
Mumkin - Livelihood Generation Scheme,['Skills & Employment']
NAMO E-Tablet Scheme,['Education & Learning']
NDRI Institute Scholarship For M.Sc. And Ph.d,['Education & Learning']
NEC Stipend And Book Grant Scheme,['Education & Learning']
NEET/JEE Coaching For Tribal Students,['Education & Learning']
NIELIT Internship Programme,['Education & Learning']
NITI Internship Scheme,['Education & Learning']
NPC Students Internship Program,['Education & Learning']
NPS Vatsalya Scheme,['Education & Learning']
NSAP - Indira Gandhi National Old Age Pension Scheme,['Education & Learning']
Nagaland State Merit Scholarship,['Education & Learning']
Nanda Gaura Yojana,['Education & Learning']
Nari Niketans,['Skills & Employment']
National AIDS Control Organisation (NACO) Internship Programme,['Education & Learning']
National Action Plan for Skill Development of Persons with Disabilities,['Skills & Employment']
National Apprenticeship Promotion Scheme-2,['Education & Learning']
National Award For Senior Citizens (Vayoshreshtha Samman): Lifetime Achievement,['Education & Learning']
National Award For Senior Citizens (vayoshreshtha Samman): Best Institution For Research In The Field Of Ageing,['Education & Learning']
National Awards For Empowerment Of Persons With Disabilities: National Awards For Institutions Engaged In Empowering Persons With Disabilities: Divyangjano Ke Liye Sarvshrestha Niyoktha,['Education & Learning']
National Awards For Empowerment Of Persons With Disabilities: National Awards For Institutions Engaged In Empowering Persons With Disabilities: Divyangjano Ke Liye Sarvshrestha Placement Agency,['Education & Learning']
"National Awards For Empowerment Of Persons With Disabilities: National Awards For Institutions Engaged In Empowering Persons With Disabilities: Divyangjanon Ke Sashaktikaran Men Karyrat Sarveshrestha Sansthan (Private Organization, NGO)",['Education & Learning']
National Awards For Empowerment Of Persons With Disabilities: National Awards For Institutions Engaged In Empowering Persons With Disabilities: Sugamya Bharat Abhiyan Ke Karyanvayan/badhamukta Vatavaran Ke Srijan Mein Sarvshrestha Rajya/ Ut/ Zila,['Education & Learning']
National Awards For Outstanding Services In The Field Of Prevention Of Alcoholism And Substance (Drug) Abuse: Best Awareness Campaign,['Education & Learning']
National Awards For Outstanding Services In The Field Of Prevention Of Alcoholism And Substance (Drug) Abuse: Best Educational Institution Doing Outstanding Work In Awareness Generation And Prevention Of Alcoholism And Substance (Drug) Abuse,['Education & Learning']
National Awards For Outstanding Services In The Field Of Prevention Of Alcoholism And Substance (Drug) Abuse: Best Integrated Rehabilitation Centre For Addicts (IRCA) For Providing Rehabilitation Services To Alcoholics And Drug Users,['Education & Learning']
National Awards For Outstanding Services In The Field Of Prevention Of Alcoholism And Substance (Drug) Abuse: Best Non-profit Institution With Outstanding Contributions To The Prevention Of Alcoholism And Substance (Drug) Abuse,['Education & Learning']
National Awards For Outstanding Services In The Field Of Prevention Of Alcoholism And Substance (Drug) Abuse: Best Panchayati Raj Or Municipal Body Working For Prevention Of Alcoholism And Substance (Drug) Abuse,['Education & Learning']
National Awards For Outstanding Services In The Field Of Prevention Of Alcoholism And Substance (Drug) Abuse: Best Research Or Innovation,['Education & Learning']
National Awards For Outstanding Services In The Field Of Prevention Of Alcoholism And Substance (Drug) Abuse: Outstanding Achievement By An Individual,['Education & Learning']
National Awards To Teachers (Higher Education),['Education & Learning']
National Awards to Teachers,['Education & Learning']
National Bamboo Mission,['Business & Entrepreneurship']
National Centre For Communications Security (NCCS) Internship Scheme,['Education & Learning']
National Centre for Earth Science Studies Internship Scheme,['Education & Learning']
National Fellowship & Scholarship For Higher Education Of Scheduled Tribe (ST) Students,['Education & Learning']
National Fellowship For OBC Students,['Education & Learning']
National Fellowship for Students with Disabilities,['Education & Learning']
National Grassroots Innovation and Outstanding Traditional Knowledge Awards,['Skills & Employment']
National Handicrafts Development Programme: Research & Development Scheme,['Education & Learning']
National Handloom Development Programme (NHDP): Scholarship Component,['Education & Learning']
National Handloom Development Programme: Concessional Credit/Weaver MUDRA Scheme,['Business & Entrepreneurship']
National Means-Cum-Merit Scholarship Scheme,['Education & Learning']
National Mission on Edible Oils- Oil Palm,['Education & Learning']
National Overseas Scholarship For Scheduled Caste Etc. Candidates,['Education & Learning']
National Overseas Scholarship For Scheduled Tribes (ST) Students,['Education & Learning']
National Overseas Scholarship For Students With Disabilities,['Education & Learning']
National Pension Scheme For Traders And Self Employed Persons,['Skills & Employment']
National Post Doctoral Fellowship,['Education & Learning']
National Renewable Energy Fellowship Scheme of the Human Resource Development Programme in New and Renewable Energy,['Education & Learning']
National Renewable Energy Internship Scheme,['Education & Learning']
National Scheme Of Incentive To Girls For Secondary Education,['Education & Learning']
National Scheme of Apprenticeship Training,['Education & Learning']
National Scholarship For Post Graduate Studies,['Education & Learning']
National Science Chair- Science Leadership,['Education & Learning']
National Science Chair- Scientific Excellence,['Education & Learning']
National Solar Science Fellowship Programme,['Education & Learning']
National Startup Awards,['Education & Learning']
National Talent Scholarship Postgraduate,['Education & Learning']
National Talent Scholarship Undergraduate,['Education & Learning']
National Water Awards,['Education & Learning']
National Youth Award,['Education & Learning']
National Youth Corps,['Sports']
Naunihal Scholarship Yojana,['Education & Learning']
Nehru Child Literature Prize,['Education & Learning']
Netaji Subhas - ICAR International Fellowship,['Education & Learning']
New Entrepreneur-cum-enterprise Development Scheme,['Business & Entrepreneurship']
New Generation Innovation Network,['Education & Learning']
New Swarnima Scheme For Women,['Business & Entrepreneurship']
Niramaya Scheme,['Education & Learning']
Nirmaan Shramik  ke Bachchon Hetu  Utkrasht Khel Protsaahan Yojana,['Sports']
Nirman Shramik Antrashtriya Khel Pratiyogiyo Hetu Protsahan Yojana,['Sports']
Nirman Shramik Avm Unke Aashrit Bacchon Dwara Bhartiya Rajasthan Prashasnik Seva Hetu Aayojit Pratibhabhik Yojana,['Education & Learning']
Nirman Shramik Kalyan Yojana,['Education & Learning']
Nirman Shramik Siksha Kaushal Vikas Yojana,['Education & Learning']
Nirman Shramikon Ke Bacchon Hetu Nishulk Ganvesh Evam Pustak Copy Hetu Sahaayata Raashi Yojana,['Education & Learning']
Non-Governmental Aided Organization (Special Schools And Vocational Training Centre) For Disabled,['Education & Learning']
Noni Suraksha Yojana,['Education & Learning']
Nursing Kaushal College Jharkhand,['Skills & Employment']
OBC Pre Matric Scholarship-Uttar Pradesh,['Education & Learning']
OEC Pre-matric Educational Assistance,['Education & Learning']
Observation Home and Special School,['Education & Learning']
Odisha Sahaya Scheme - Pre & Post Matric Scholarship,['Education & Learning']
Old Age Pension To Handloom Weavers Under Coop. Fold,['Business & Entrepreneurship']
One Family One Enterprise Scheme,['Business & Entrepreneurship']
"One Time Cash Incentive towards Completing ITI, Typewriting, Accountancy, Bookkeeping, Tailoring, Computer Training (Sainik Welfare)",['Education & Learning']
One Time Cash Incentive towards Learning Driving (Sainik Welfare),['Education & Learning']
"One Time Cash Incentive towards acquiring BEd, BPEd, DTEd, PGDCA (Sainik Welfare)",['Education & Learning']
One Time Financial Support for Economically Weaker Meritorious ST Students,['Education & Learning']
Opening And Maintenance Of Public School (Vidya Niketan) For Vimukta Jatis And Nomadic Tribes,['Education & Learning']
Opening And Running Junior Colleges For VJNT Students Run By Voluntary Agencies,['Education & Learning']
Opening and Maintenance of Boys and Girls Hostels,['Education & Learning']
Operation of SC Senior Hostel,['Education & Learning']
Organizing Block Demonstration Through Department And Also Through TNAU,['Education & Learning']
Out of School Children scheme under Goa Sarva Shiksha Abhivan,['Education & Learning']
Overseas Educational Loan Scheme,['Education & Learning']
Overseas Scholarships For Scheduled Tribes-Madhya Pradesh,['Education & Learning']
Overseas Visiting Doctoral Fellowship,['Education & Learning']
PM POSHAN - Prime Minister's Overarching Scheme For Holistic Nourishment,['Education & Learning']
PM Vishwakarma,['Business & Entrepreneurship']
"PM-YASASVI: Top Class School Education for OBC, EBC and DNT Students",['Education & Learning']
"PRISM (Promoting Innovations in Individuals, Start-ups and MSMEs): Category-1: Proof of Concept/ Prototypes/ Models",['Education & Learning']
PRL Junior Research Fellowships,['Education & Learning']
PRL's Vikram Sarabhai Postdoctoral Fellowship (VISHWAS),['Education & Learning']
PURNA Scheme,['Education & Learning']
Padho Pardesh,['Education & Learning']
Padhuke Kuteera Scheme Karnataka,['Skills & Employment']
Paired Early Career Fellowship in Applied Research,['Education & Learning']
Palanhar Scheme,['Education & Learning']
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,['Sports']
Partial Travel Support Scheme,['Education & Learning']
Pathani Samanta Mathematics Talent (Class - 11 To 12),['Education & Learning']
Patrakar Kritadnyata Nidhi Scheme (Journalist Benevolent Fund),['Education & Learning']
Pay & Play Scheme,['Sports']
Payroll Subsidy,['Business & Entrepreneurship']
Pension Scheme for Cancer Patients,['Education & Learning']
Pension Scheme for Grade II Deformed Leprosy Patients,['Education & Learning']
Pension Scheme for Transgender,['Education & Learning']
Pension Scheme for the Tappers in Small Rubber Plantations,['Education & Learning']
Pension To Widows And Destitute Women-Chandigarh,['Education & Learning']
Pension for the Construction Workers,['Education & Learning']
Pension to the Persons who lost 100% eye sight,['Education & Learning']
Perarignar Anna Memorial Award,['Education & Learning']
Persons With Disabilities Scheme In Colleges: Financial Assistance To Visually Challenged Teachers,['Education & Learning']
Persons With Disabilities Scheme In Colleges: Higher Education For Persons With Special Needs,['Education & Learning']
Phase-II Of The Grid Connected Rooftop Solar Programme,['Education & Learning']
Pichda Varg Post Matric Chhatravritti,['Education & Learning']
Piggery Farming Scheme (HSFDC),['Skills & Employment']
Pilgrimage Rejuvenation and Spiritual Augmentation Drive (PRASHAD),['Education & Learning']
Poshan Sudha,['Education & Learning']
Post Doctoral Fellowship To Women Candidates,['Education & Learning']
Post Doctoral Fellowship to Scheduled Caste/Scheduled Tribe Candidates,['Education & Learning']
Post Graduate Indira Gandhi Scholarship For Single Girl Child,['Education & Learning']
Post Graduate Merit Scholarship Scheme For University Rank Holders At Under-Graduate Level Applicable,['Education & Learning']
Post Graduate Scholarship Scheme for GATE/GPAT Qualified Students-AICTE,['Education & Learning']
Post Graduate Scholarship for GATE/GPAT Qualified Students for Pursuing M.Tech/M.E./M.Pharm-UGC,['Education & Learning']
Post Matric College Scholarship (Scheduled Caste),['Education & Learning']
Post Matric Merit Scholarship,['Education & Learning']
Post Matric Scholarship For Minorities,['Education & Learning']
Post Matric Scholarship For Scheduled Caste,['Education & Learning']
Post Matric Scholarship Scheme For The Students Belonging To Scheduled Tribe For Studies In India,['Education & Learning']
Post Matric Scholarship Students With Disabilities,['Education & Learning']
Post Matric Scholarship To Scheduled Caste Students Of Nagaland,['Education & Learning']
Post Matric Scholarship for Class 11th 12th And College,['Education & Learning']
Post Matric Scholarship for SC students (Delhi),['Education & Learning']
Post Matric Students of Class 11th &12th ( Scheduled Caste),['Education & Learning']
Post Matric and Top Class Scholarship,['Education & Learning']
"Post Metric Scholarship (Denotified, Nomadic and Semi-Nomadic)",['Education & Learning']
